tipo_mov_id;data;qtde_prod;preco_venda;;;TAMANHO AMOSTRA;2.79
2;13/11/2024;739;1.33;;;;
2;08/07/2025;459;12.32;;;;
2;22/04/2026;31;4.79;;;;
2;25/10/2024;169;9.43;;;;
2;29/12/2025;313;1.18;;;;
2;03/06/2026;798;1.5;;;;
2;22/12/2025;838;69.86;;;;
2;06/09/2024;152;120.44;;;;
2;19/11/2025;832;94.35;;;;
2;12/02/2026;336;12.46;;;;
2;05/03/2026;824;10.26;;;;
2;19/03/2025;747;0.87;;;;
2;25/12/2025;132;91.16;;;;
2;11/12/2025;206;0.23;;;;
2;08/07/2025;451;27;;;;
2;22/10/2025;891;37.93;;;;
2;13/06/2025;541;40.82;;;;
2;28/01/2025;140;20.98;;;;
2;15/07/2025;833;5.44;;;;
2;10/03/2025;399;11.66;;;;
2;10/07/2024;280;34.56;;;;
2;17/10/2025;45;11.54;;;;
2;06/10/2025;176;67.89;;;;
2;25/05/2026;614;46.2;;;;
2;14/11/2024;794;1.4;;;;
2;14/04/2025;97;22.51;;;;
2;16/09/2025;749;39.1;;;;
2;28/05/2025;923;38.38;;;;
2;18/11/2024;682;34.7;;;;
2;20/09/2024;337;4.96;;;;
2;12/12/2024;7;45.98;;;;
2;06/02/2025;451;4.81;;;;
2;26/09/2024;500;91.45;;;;
2;03/04/2026;686;95.59;;;;
2;28/11/2024;342;44.1;;;;
2;29/04/2026;995;12.05;;;;
2;17/02/2026;710;17.27;;;;
2;02/06/2025;800;13.1;;;;
2;04/07/2025;262;28.54;;;;
2;23/08/2024;850;43.27;;;;
2;07/01/2025;795;17.8;;;;
2;21/02/2025;539;167.05;;;;
2;10/04/2025;845;246.32;;;;
2;11/10/2024;445;0.94;;;;
2;22/07/2024;772;75.74;;;;
2;18/03/2025;354;23.1;;;;
2;30/04/2026;715;27.62;;;;
2;27/02/2025;511;12.16;;;;
2;11/07/2025;794;27.95;;;;
2;30/12/2024;289;21.02;;;;
2;13/08/2024;114;70.87;;;;
2;02/08/2024;98;0.6;;;;
2;28/04/2025;441;216.08;;;;
2;13/10/2025;472;263.7;;;;
2;11/07/2025;369;6.55;;;;
2;07/04/2025;959;8.38;;;;
2;04/07/2025;208;3.93;;;;
2;20/08/2024;321;10.36;;;;
2;18/11/2024;745;72.32;;;;
2;08/10/2025;352;91.53;;;;
2;25/02/2025;924;0.88;;;;
2;25/03/2025;794;45.97;;;;
2;14/07/2025;453;1.1;;;;
2;15/05/2026;80;21.89;;;;
2;15/01/2026;569;6.44;;;;
2;27/09/2024;999;106.08;;;;
2;03/09/2025;764;6.79;;;;
2;13/06/2025;199;37;;;;
2;03/03/2026;145;31.72;;;;
2;03/10/2025;748;26.65;;;;
2;25/03/2026;23;46.1;;;;
2;30/05/2025;603;6.96;;;;
2;04/05/2026;123;5.82;;;;
2;05/11/2024;722;131.63;;;;
2;04/09/2024;786;0.78;;;;
2;08/04/2025;226;8.39;;;;
2;21/07/2025;430;0.24;;;;
2;30/05/2025;970;53.49;;;;
2;30/04/2026;872;10.35;;;;
2;24/02/2025;508;76.8;;;;
2;25/09/2024;497;228.48;;;;
2;22/05/2025;692;29.34;;;;
2;23/12/2024;530;46.25;;;;
2;06/01/2026;307;18.55;;;;
2;21/02/2025;481;25.31;;;;
2;27/03/2026;287;260.96;;;;
2;30/06/2025;773;5.74;;;;
2;28/08/2025;854;90.24;;;;
2;20/05/2025;960;178.18;;;;
2;24/11/2025;869;235.98;;;;
2;01/04/2026;224;5.32;;;;
2;15/09/2025;244;89.09;;;;
2;07/04/2025;437;392.88;;;;
2;02/03/2026;96;33.35;;;;
2;05/12/2024;850;338.2;;;;
2;30/07/2025;338;27.46;;;;
2;22/12/2025;349;0.53;;;;
2;01/11/2024;589;122.38;;;;
2;29/10/2025;343;54.86;;;;
2;28/01/2026;319;211.07;;;;
2;22/04/2026;666;30.1;;;;
2;18/11/2024;218;7.26;;;;
2;07/04/2026;321;5.14;;;;
2;28/08/2024;741;1.17;;;;
2;12/12/2025;591;5.06;;;;
2;13/09/2024;474;14.82;;;;
2;23/05/2025;719;27.86;;;;
2;30/03/2026;898;2.16;;;;
2;25/11/2025;540;210.26;;;;
2;30/05/2025;773;243.43;;;;
2;17/09/2024;865;116.29;;;;
2;04/04/2025;361;119.43;;;;
2;05/08/2024;205;80.33;;;;
2;18/02/2026;368;258.27;;;;
2;14/01/2026;621;133.55;;;;
2;05/08/2025;961;4.32;;;;
2;20/03/2025;847;4.58;;;;
2;27/05/2026;284;104.9;;;;
2;13/03/2026;587;75.77;;;;
2;06/08/2024;733;225.36;;;;
2;21/04/2025;579;14.99;;;;
2;20/11/2025;650;34.47;;;;
2;11/04/2025;714;222.2;;;;
2;30/07/2025;631;21.95;;;;
2;03/03/2025;880;88.07;;;;
2;11/03/2025;893;0.3;;;;
2;10/09/2024;365;0.88;;;;
2;28/04/2026;362;54.45;;;;
2;04/10/2024;41;177.05;;;;
2;04/06/2026;780;198.05;;;;
2;27/12/2024;570;5.73;;;;
2;06/03/2026;769;10.01;;;;
2;04/08/2025;993;77.32;;;;
2;30/12/2024;665;6.4;;;;
2;14/10/2025;802;1.24;;;;
2;26/02/2026;575;31.6;;;;
2;20/03/2026;940;223.25;;;;
2;26/07/2024;459;7.95;;;;
2;03/09/2024;27;26.85;;;;
2;05/06/2025;120;28.08;;;;
2;13/05/2026;633;42.61;;;;
2;22/04/2025;772;20.57;;;;
2;26/03/2026;534;45;;;;
2;13/04/2026;332;138.01;;;;
2;28/02/2025;920;1.75;;;;
2;19/12/2024;514;141.71;;;;
2;14/11/2025;989;243.85;;;;
2;01/01/2026;769;268.58;;;;
2;28/10/2025;530;12.22;;;;
2;23/07/2024;779;5.73;;;;
2;20/06/2025;838;11.5;;;;
2;20/11/2024;194;12.6;;;;
2;05/05/2026;711;26.94;;;;
2;04/02/2026;167;53.25;;;;
2;02/10/2025;307;23.07;;;;
2;04/12/2025;148;6.56;;;;
2;31/07/2025;169;102.27;;;;
2;29/08/2025;826;83.96;;;;
2;02/05/2025;439;94.56;;;;
2;20/05/2025;505;24.13;;;;
2;18/03/2025;516;15.37;;;;
2;06/10/2025;397;11.93;;;;
2;29/04/2025;966;154.14;;;;
2;03/10/2025;680;98.95;;;;
2;25/12/2024;364;1684.26;;;;
2;03/02/2026;299;1230.92;;;;
2;16/09/2024;693;22.5;;;;
2;06/04/2026;485;10.36;;;;
2;21/07/2025;31;196.58;;;;
2;21/10/2025;316;71.62;;;;
2;07/05/2025;866;26.32;;;;
2;17/10/2025;553;6.72;;;;
2;12/09/2025;243;12.58;;;;
2;04/02/2025;652;141.81;;;;
2;16/01/2026;850;1.93;;;;
2;26/02/2026;538;37.38;;;;
2;06/10/2025;73;62.4;;;;
2;11/12/2024;117;158.54;;;;
2;12/08/2025;976;18.02;;;;
2;24/09/2024;100;86.5;;;;
2;01/08/2024;969;1.4;;;;
2;06/03/2025;825;22.79;;;;
2;20/10/2025;251;83.65;;;;
2;27/05/2026;926;0.82;;;;
2;14/08/2024;708;8.52;;;;
2;01/05/2025;500;39.49;;;;
2;27/02/2025;620;86.91;;;;
2;09/06/2025;702;23.17;;;;
2;26/12/2025;843;80.9;;;;
2;17/01/2025;351;155.06;;;;
2;07/08/2024;59;183.94;;;;
2;14/11/2024;386;83.67;;;;
2;13/11/2025;898;4.71;;;;
2;10/07/2025;814;1.31;;;;
2;30/10/2024;931;32.73;;;;
2;24/02/2025;212;12.4;;;;
2;05/02/2025;371;78.1;;;;
2;24/09/2025;664;67.88;;;;
2;24/07/2024;888;73.82;;;;
2;11/07/2024;608;27.88;;;;
2;11/05/2026;369;14.73;;;;
2;30/05/2025;218;1.25;;;;
2;04/12/2024;840;47.53;;;;
2;25/12/2025;477;0.84;;;;
2;15/04/2026;351;93.04;;;;
2;01/10/2024;115;8.27;;;;
2;11/08/2025;991;205.65;;;;
2;29/08/2025;826;6.24;;;;
2;25/03/2025;642;280.49;;;;
2;06/03/2025;837;60.09;;;;
2;25/06/2025;109;82.73;;;;
2;05/09/2025;575;15.95;;;;
2;23/07/2024;677;2.87;;;;
2;02/12/2025;942;245.22;;;;
2;15/04/2026;878;47.72;;;;
2;05/08/2025;975;17.5;;;;
2;20/08/2024;186;19.41;;;;
2;11/06/2025;17;33.39;;;;
2;14/08/2025;332;56.25;;;;
2;05/12/2024;957;0.89;;;;
2;05/09/2025;277;245.68;;;;
2;12/03/2025;276;69.57;;;;
2;08/09/2025;704;24.04;;;;
2;24/04/2025;703;14.24;;;;
2;10/02/2025;597;218.17;;;;
2;21/10/2024;871;171.78;;;;
2;17/09/2024;9;4.88;;;;
2;09/09/2025;97;29.76;;;;
2;25/03/2025;454;183.23;;;;
2;02/02/2026;2;34.31;;;;
2;12/05/2025;980;21.26;;;;
2;04/12/2024;463;107.33;;;;
2;14/03/2025;801;44.75;;;;
2;14/03/2025;113;16.04;;;;
2;02/01/2025;324;26.51;;;;
2;22/08/2025;581;204.06;;;;
2;10/12/2025;527;14.7;;;;
2;19/03/2026;274;87.89;;;;
2;06/03/2025;664;114.52;;;;
2;18/11/2024;756;38.09;;;;
2;01/06/2026;999;4.26;;;;
2;13/01/2026;991;22.82;;;;
2;30/03/2026;823;23.68;;;;
2;12/06/2025;5;29.62;;;;
2;16/10/2024;21;0.96;;;;
2;14/02/2025;712;7.38;;;;
2;18/12/2024;884;149.17;;;;
2;24/09/2024;721;13.98;;;;
2;05/06/2025;806;7.17;;;;
2;17/02/2025;701;29.97;;;;
2;26/11/2025;837;59.77;;;;
2;23/09/2025;79;21.98;;;;
2;07/01/2025;230;72.15;;;;
2;01/08/2024;434;206.04;;;;
2;20/11/2024;428;74.21;;;;
2;03/09/2024;812;1.07;;;;
2;09/04/2026;292;75.34;;;;
2;22/10/2025;885;222.88;;;;
2;17/04/2026;256;58.67;;;;
2;12/08/2025;1000;165.23;;;;
2;28/11/2024;616;21.67;;;;
2;14/05/2025;501;14.01;;;;
2;04/09/2024;822;22.33;;;;
2;09/09/2025;944;0.93;;;;
2;02/09/2024;398;199.43;;;;
2;01/04/2026;930;8.99;;;;
2;14/02/2025;795;222.28;;;;
2;21/05/2026;76;17.9;;;;
2;10/04/2025;3;0.88;;;;
2;05/12/2024;605;1378.61;;;;
2;03/07/2025;820;28.4;;;;
2;30/12/2024;49;94.41;;;;
2;05/02/2026;452;1.03;;;;
2;04/05/2026;976;29.17;;;;
2;27/08/2024;582;0.66;;;;
2;31/07/2024;817;0.73;;;;
2;15/05/2026;318;6.92;;;;
2;25/11/2025;836;11.12;;;;
2;22/08/2025;492;93.87;;;;
2;09/06/2025;666;105.4;;;;
2;28/04/2026;405;25.92;;;;
2;10/03/2026;757;85.06;;;;
2;14/04/2026;177;31.52;;;;
2;09/02/2026;949;22.78;;;;
2;19/08/2025;812;6.43;;;;
2;09/09/2024;473;1454.84;;;;
2;31/03/2026;330;25.69;;;;
2;25/08/2025;972;76.47;;;;
2;17/01/2025;186;9.31;;;;
2;17/07/2024;413;179.51;;;;
2;03/06/2026;726;26.16;;;;
2;01/11/2024;61;1.93;;;;
2;01/12/2025;670;42.77;;;;
2;21/04/2025;553;5.09;;;;
2;21/01/2025;297;6.71;;;;
2;26/02/2026;318;52.87;;;;
2;09/04/2025;566;221.23;;;;
